,Address,Body
623,AY-AIRTEL,"GAYTRI VIHAR-DEWAS में एयरटेल का नेटवर्क अपग्रेड कर दिया है| अब आनंद लें और भी बेहतर नेटवर्क, VoLTE, इंडोर कवरेज और तेज़ डाटा स्पीड का|"
624,AD-ARTLTV,"Congratulations on your recent recharge of Xstream mobile pack. Enjoy 81 DAYS of access to live sports, blockbusters movies and web-series like India Vs Zimbabwe ODI Series,KBC,Dr Arora & more on your Airtel Xstream app at no extra cost. Stream now. https://open.airtelxstream.in/WCF719mid"
625,AD-ARXTRM,"बधाई हो! आपका हाल ही में 719 का रीचार्ज आपको Airtel Xstream ऐप पर 84 दिनों के लिए College Romance 3,Maharani 2,Kapil Sharma Show,Indian Idol जैसी ब्लॉकबस्टर हिट्स का मुफ़्त एक्सेस देता है। अभी स्ट्रीम करें open.airtelxstream.in/XMPD1"
626,AD-AIRTEL,यदि आपके पास केवाईसी दस्तावेजों/यूजर आईडी/पासवर्ड/डेबिट कार्ड संख्या/पिन/सीवीवी/ओटीपी आदि को अपडेट या सत्यापित करने संबंधी कोई ई-मेल/मैसेज में एम्बेडेड लिंक/कॉल आते हैं तो कभी भी इनका उत्तर ना दें। यदि आपने अनजाने में अपनी प्रामाणिकता उजागर कर दी हो तो तत्काल अपने पासवर्ड/सीवीवी/पिन को बदल दें।
627,AD-ARTLTV,"Congratulations on your recent recharge of Xstream mobile pack. Enjoy 79 DAYS of access to live sports, blockbusters movies and web-series like College Romance 3,Maharani S2,The Kapil Sharma Show & more on your Airtel Xstream app at no extra cost. Stream now. https://open.airtelxstream.in/WCF719mid"
628,AD-AIRTEL,अभी लॉन्च हुआ है! एयरटेल 5G प्लस अब भारत में लाइव है। डाटा स्पीड 30 गुना तेज होने वाली है। अधिक जानकारी के लिए क्लिक करें i.airtel.in/e/Airtel5Gishere
629,BP-623011,Recharge your BSNL mobile with Rs 107 & above. Install BSNL Selfcare APP today and make your choice. To download https://mybsnl.page.link/Home
630,AD-ARTLTV,"Hurry up! left with only 77 DAYS of access to live sports, blockbusters movies and web-series like College Romance 3,Maharani S2,The Kapil Sharma Show & more on your Airtel Xstream app at no extra cost. Stream now. https://open.airtelxstream.in/WCF719mid"
631,AY-ARWGOV,"CYBER JAGROOKTA! Beware of fraudulent SMS, calls and unverified links about sharing OTP, KYC, expiration of services like electricity, gas and account blocking. Immediately dial 1930 or register on cybercrime.Gov.in , if you are victim of Cyber Crime-Issued by Department of Telecom, MP LSA"
632,AD-AIRDOT,Please beware of unauthorized online quick loan providing apps which may mis-use your personal information from phone.
633,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
634,AD-HDFCBN,"Hey Mohd, Do you know the banking privileges of your HDFC Bank A/c?
You get a are pre-approved Credit Card without documentation.
Check:  hdfcbk.io/a/wZqngPpb"
635,AY-AIRTEL,"Open Signal द्वारा प्रमाणित, मध्यप्रदेश और छत्तिसगढ़ के बेहतरीन एयरटेल नेटवर्क पर अनुभव करें बेस्ट वीडियो एक्सपीरियेन्स, बेस्ट गेमिंग एक्सपीरियेन्स और बेस्ट Voice एप एक्सपीरियेन्स. क्लिक https://open.wynk.in/8lnDtNmmvqb"
636,AY-AIRTEL,"GAYTRI VIHAR-DEWAS में एयरटेल का नेटवर्क अपग्रेड कर दिया है| अब आनंद लें और भी बेहतर नेटवर्क, VoLTE, इंडोर कवरेज और तेज़ डाटा स्पीड का|"
637,BP-BSNLPB,"Track all your BSNL mobile consumptions! Remaining DATA, VOICE, SMS and validity with BSNL Selfcare app. Download now https://mybsnl.page.link/Home -BSNL"
638,AY-AIRTEL,"अब एयरटेल थैंक्स ऍप से अपने एयरटेल प्रीपेड मोबाइल अकाउंट का बैलेंस, वैधता, टैरिफ, रिचार्ज देख सकते हैं। अधिक जानकारी के लिए वीडियो गाइड देखें https://www.youtube.com/watch?v=A6jhW4i_VbI"
639,BZ-624365,Recharge your BSNL mobile with Rs 107 & above. Install BSNL Selfcare APP today and make your choice. To download  https://mybsnl.page.link/Home. BSNL.
640,AX-UNIONB,Your SB A/c *1487 Credited for Rs:64771 on 22-10-2022 10:01:37 by NEFT/DIRECTORATE OF TREAS.UTR:SBIN522295418959 Avl Bal Rs:807921.71 -Union Bank of India
641,BZ-BSNLWZ,"Dear Customer, recharge with Rs.1515 & enjoy 2GB/day data for 365 days. Link for Recharge- https://portal.bsnl.in/myportal/quickrecharge Kindly ignore if already recharged."
642,BZ-BSNLWZ,"Dear Customer, Now easy to recharge your BSNL mobile number using BSNL Selfcare APP. Click to download https://mybsnl.page.link/Home.BSNL."
643,BZ-BSNLWZ,"आपके लिए विशेष छूट! प्लान वैलिडिटी समाप्त होने के कारण आपकी सभीं सेवाएँ बंद हैं। PV 1499 वाउचर Rs 1199 में ख़रीदे और पाएँ अनलिमिटेड कॉल, 24 GB  डाटा, 100SMS/ दिन 336 दिन के लिए। सिमित अवधि ऑफर। यदि रिचार्ज कर चुके हैं तो ध्यान न दें। धन्यवाद। Link for Recharge- https://portal.bsnl.in/myportal/quickrecharge. BSNL."
644,BZ-BSNLWZ,"Dear Customer, recharge with Rs.2399 & enjoy unlimited calls, 2GB/day data, 100 SMS/day for 395 days. Link for Recharge- https://portal.bsnl.in/myportal/quickrecharge  Kindly ignore if already recharged. BSNL."
645,AD-ARXTRM,"Hi, Now watch SonyLIV, Lionsgate Play, ErosNow, EpicOn, manoramaMax, hoichoi & more on Airtel Xstream. Get 17+ OTTs at just 149 for 30 days and stream on Smart TV, laptop, mobile, etc. with a single subscription. Subscribe Now https://i.airtel.in/XPPPs"
646,AY-AIRTEL,हम हर दिन बेहतर हो रहे हैं! जल्द ही CRYSTAL IT PARK-INDORE में AIRTEL नेटवर्क अपग्रेड होने वाला है। आनंद लें बेहतर स्पीड का एयरटेल के बेहतरीन नेटवर्क के साथ। एयरटेल का बेहतरीन नेटवर्क चुनने के लिए धन्यवाद|
647,BZ-BSNLWZ,"प्रिय ग्राहक सिर्फ आपके प्लान वैलिडिटी ख़तम होने के कारन आपकी सभी सेवाएं बंद हो गयी है। PV201 वाऊचर खरीदिये और पाए ,300  मिनट वॉइस  , डाटा 6 GB , 99 SMS , वैलिडिटी 90 दिनों की।यदि रिचार्ज कर चुके है तो ध्यान न दें। धन्यवाद। Link for Recharge- https://portal.bsnl.in/myportal/quickrecharge.do. BSNL."
648,BZ-BSNLWZ,"Dear Customer, recharge with Rs.769 & enjoy unlimited calls, 2GB/day data, 100 SMS/day for 90 days. Link for Recharge- https://portal.bsnl.in/myportal/quickrecharge  Kindly ignore if already recharged. BSNL."
649,56161213,G-760743 is your Google verification code.
650,BZ-BSNLWZ,"Dear Customer, recharge with Rs.999 & enjoy unlimited calls for 200 days. Link for Recharge- https://portal.bsnl.in/myportal/quickrecharge  Kindly ignore if already recharged. BSNL."
651,BZ-BSNLWZ,"आपके लिए विशेष छूट! प्लान वैलिडिटी समाप्त होने के कारण आपकी सभीं सेवाएँ बंद हैं। STV 187 वाउचर  Rs 139 में ख़रीदे और  पाएँ।अनलिमिटेड कॉल, 2GB डाटा/दिन, 28 दिन के लिए। सिमित अवधि ऑफर। यदि रिचार्ज कर चुके हैं तो ध्यान न दें। धन्यवाद। Link for Recharge- https://portal.bsnl.in/myportal/quickrecharge  
 BSNL"
652,AD-ARWGOV,"As part of Cyber Swachhta Pakhwada, CERT-In GoI advises you to keep your digital devices bot free. Get bot removal tool at https://www.csk.gov.in"
653,BZ-BSNLWZ,"Dear Customer, recharge with Rs.666 & enjoy unlimited calls, 2GB/day data, 100 SMS/day for 105 days. Link for Recharge- https://portal.bsnl.in/myportal/quickrecharge  Kindly ignore if already recharged. BSNL."
654,BZ-624365,Diwali Dhamaka Contest! Win Big this festive season with BSNL Selfcare APP. Chance to WIN iPhone 14. Participate Now  https://mybsnl.page.link/Home - BSNL
655,BZ-624365,Big Festive Deal for You ! Make a Recharge and get closer to winning iPhone 14 and AirPods! Participate Now  https://mybsnl.page.link/Home - BSNL
656,AD-UnionB,Your Mobile No 918109108797 is changed to 919300692403. -Union Bank of India
657,AX-UnionB,Your Mobile No 918109108797 is changed to 919300692403. -Union Bank of India
658,AY-AIRTEL,"एयरटेल ने Crystal It Park-Indore में और आस पास के क्षेत्रों का नेटवर्क बेहतर कर दिया है, जिससे अब आप बेहतरीन नेटवर्क का अनुभव कर रहे होंगे | अपने नेटवर्क अनुभव के बारे में हमें https://bit.ly/FeedbackMP1 पर क्लिक करके बताएं । धन्यवाद - टीम एयरटेल|"
659,BZ-BSNLVG,"""BSNL is observing Vigilance Awareness Week from 31.10.2022 to 06.11.2022 with the theme  Corruption free India for a developed Nation . Please visit http://www.bsnl.co.in to take e-pledge."""
660,AD-AIRTEL,यदि आपके पास केवाईसी दस्तावेजों/यूजर आईडी/पासवर्ड/डेबिट कार्ड संख्या/पिन/सीवीवी/ओटीपी आदि को अपडेट या सत्यापित करने संबंधी कोई ई-मेल/मैसेज में एम्बेडेड लिंक/कॉल आते हैं तो कभी भी इनका उत्तर ना दें। यदि आपने अनजाने में अपनी प्रामाणिकता उजागर कर दी हो तो तत्काल अपने पासवर्ड/सीवीवी/पिन को बदल दें।
661,AY-AIRTEL,"Open Signal द्वारा प्रमाणित, मध्यप्रदेश और छत्तिसगढ़ के बेहतरीन एयरटेल नेटवर्क पर अनुभव करें बेस्ट वीडियो एक्सपीरियेन्स, बेस्ट गेमिंग एक्सपीरियेन्स और बेस्ट Voice एप एक्सपीरियेन्स. क्लिक https://open.wynk.in/8lnDtNmmvqb"
662,AY-AIRTEL,"अब एयरटेल थैंक्स ऍप से अपने एयरटेल प्रीपेड मोबाइल अकाउंट का बैलेंस, वैधता, टैरिफ, रिचार्ज देख सकते हैं। अधिक जानकारी के लिए वीडियो गाइड देखें https://www.youtube.com/watch?v=A6jhW4i_VbI"
663,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
664,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
665,BZ-BSNLWZ,"Dear Customer, Now easy to recharge your BSNL mobile number using BSNL Selfcare APP. Click to download https://mybsnl.page.link/Home 
BSNL"
666,AD-AIRDOT,"अगर आपके पास कोई अंतरराष्ट्रीय कॉल आई है, जिसमें दिखाया गया नंबर भारतीय है या कोई भी नंबर नहीं है, तो कृप्या इसकी जानकारी DoT टोल-फ्री नंबर 1800110420/1963 पर दें।"
667,AD-ARXTRM,Airtel Xstream पर 'Tanaav' abhi dekhe । Airtel Xstream App डाउनलोड करें और क्लेम करें SonyLIV सब्सक्रिप्शन और बहुत कुछ बिना किसी अतिरिक्त शुल्क के। अभी इंस्टॉल करें open.airtelxstream.in/XMPD1P
668,AX-HDFCBN,"Hey Mohd, thank you for banking with HDFC Bank.
You are now eligible for an HDFC Bank Credit Card

Check here hdfcbk.io/a/vpb3A7Ab"
669,BZ-BSNLWZ,"Missed to check your Data Usage, current plans ? Check Now on BSNL Selfcare APP available in your NATIVE language : https://mybsnl.page.link/Home. BSNL."
670,BZ-BSNLWZ,"BSNL Selfcare APP is now in your NATIVE Language ! Do Recharge,Pay Bill & get chance to WIN iPhone14. Download App : https://mybsnl.page.link/Home . BSNL."
